ncalls           , tottime, percall, cumtime , percall, filename:lineno(function)
10               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/pathlib.py:1019(__new__)
1266614          , 0.833  , 0.000  , 3.937   , 0.000  , <__array_function__ internals>:2(concatenate)
1                , 0.009  , 0.009  , 0.009   , 0.009  , {built-in method _posixsubprocess.fork_exec}
1                , 0.000  , 0.000  , 0.022   , 0.022  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:681(__init__)
1                , 0.000  , 0.000  , 0.063   , 0.063  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:920(communicate)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:994(_remaining_time)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1002(_check_timeout)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1014(wait)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1358(_get_handles)
21               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1471(<genexpr>)
1                , 0.000  , 0.000  , 0.022   , 0.022  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1412(_execute_child)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1555(_handle_exitstatus)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1608(_try_wait)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1621(_wait)
1                , 0.000  , 0.000  , 0.063   , 0.063  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1662(_communicate)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:1764(_save_input)
6369             , 0.147  , 0.000  , 0.447   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/annotation.py:10(__init__)
13               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/weakref.py:44(__new__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/weakref.py:51(_cb)
31               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/weakref.py:66(__call__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/weakref.py:73(__eq__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/subprocess.py:240(_cleanup)
2                , 0.000  , 0.000  , 0.000   , 0.000  , {method 'register' of 'select.poll' objects}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {method 'unregister' of 'select.poll' objects}
1                , 0.063  , 0.063  , 0.063   , 0.063  , {method 'poll' of 'select.poll' objects}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method select.poll}
33662            , 0.023  , 0.000  , 0.023   , 0.000  , {built-in method math.ceil}
642063           , 0.212  , 0.000  , 0.212   , 0.000  , {built-in method math.cos}
1920240          , 0.212  , 0.000  , 0.212   , 0.000  , {built-in method math.factorial}
116              , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method math.floor}
5686             , 0.005  , 0.000  , 0.005   , 0.000  , {built-in method math.gcd}
116              , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method math.log10}
601788           , 0.252  , 0.000  , 0.252   , 0.000  , {built-in method math.radians}
642063           , 0.163  , 0.000  , 0.163   , 0.000  , {built-in method math.sin}
7                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method _struct.calcsize}
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:21(_fileobj_to_fd)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:63(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:66(__len__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:199(__enter__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:202(__exit__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:209(__init__)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:215(_fileobj_lookup)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:234(register)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:247(unregister)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:268(close)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:272(get_map)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:275(_key_from_fd)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:347(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:351(register)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:365(unregister)
1                , 0.000  , 0.000  , 0.063   , 0.063  , /home/htxsns/anaconda3/lib/python3.7/selectors.py:402(select)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/enum.py:623(name)
5/2              , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:71(_compile)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/enum.py:836(__and__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:276(_optimize_charset)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:249(_compile_charset)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:413(<listcomp>)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:411(_mk_bitmap)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:423(_simple)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:432(_generate_overlap_table)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:453(_get_iscased)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:461(_get_literal_prefix)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:492(_get_charset_prefix)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:536(_compile_info)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:595(isstring)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:598(_code)
2                , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_compile.py:759(compile)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:76(__init__)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:81(groups)
5                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:111(__init__)
10               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:160(__len__)
46               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:164(__getitem__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:168(__setitem__)
19               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:172(append)
5/2              , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:174(getwidth)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:224(__init__)
32               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:233(__next)
8                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:249(match)
26               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:254(get)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:286(tell)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:343(_escape)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:408(_uniq)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:411(_parse_sub)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:469(_parse)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:897(fix_flags)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/sre_parse.py:913(parse)
5586             , 0.010  , 0.000  , 0.012   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/threading.py:1225(current_thread)
5586             , 0.002  , 0.000  , 0.002   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/threading.py:1314(main_thread)
33738            , 0.030  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/traceback.py:289(walk_stack)
328413           , 0.297  , 0.000  , 1.263   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/re.py:170(match)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/re.py:180(search)
5623             , 0.005  , 0.000  , 0.020   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/re.py:232(compile)
334037           , 0.374  , 0.000  , 0.545   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/re.py:271(_compile)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/enum.py:284(__call__)
29               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/enum.py:360(__members__)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/enum.py:526(__new__)
1433348          , 1.321  , 0.000  , 4.634   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/contextlib.py:237(helper)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_bootlocale.py:33(getpreferredencoding)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/warnings.py:165(simplefilter)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/warnings.py:181(_add_filter)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/warnings.py:453(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/warnings.py:474(__enter__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/warnings.py:493(__exit__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/types.py:164(__get__)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/importlib/__init__.py:109(import_module)
1433348          , 2.865  , 0.000  , 3.313   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/contextlib.py:81(__init__)
1433348          , 1.709  , 0.000  , 8.317   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/contextlib.py:107(__enter__)
1433348          , 1.774  , 0.000  , 4.432   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/contextlib.py:116(__exit__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/os.py:617(get_exec_path)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/os.py:674(__getitem__)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/os.py:752(encode)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/os.py:756(decode)
21               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/os.py:804(fsencode)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/os.py:1077(__subclasshook__)
268252           , 0.201  , 0.000  , 0.412   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:64(isabs)
1743697          , 0.461  , 0.000  , 0.704   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:41(_get_sep)
1475444          , 2.101  , 0.000  , 3.333   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:75(join)
76               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:121(splitext)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:154(dirname)
1475386          , 0.875  , 0.000  , 4.674   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:168(islink)
134126           , 0.229  , 0.000  , 12.030  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:391(realpath)
134126           , 0.158  , 0.000  , 1.498   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:376(abspath)
134126           , 0.732  , 0.000  , 1.150   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:338(normpath)
134126           , 1.638  , 0.000  , 10.271  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/posixpath.py:400(_joinrealpath)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/genericpath.py:27(isfile)
76               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/genericpath.py:121(_splitext)
15               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:72(_check_methods)
6                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:271(__subclasshook__)
6                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:302(__subclasshook__)
6                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:349(__subclasshook__)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:367(__subclasshook__)
33               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:392(__subclasshook__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/_collections_abc.py:657(get)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/codecs.py:260(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/codecs.py:309(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/codecs.py:319(decode)
3                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/abc.py:125(__new__)
1561325          , 0.543  , 0.000  , 1.504   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/abc.py:137(__instancecheck__)
88/24            , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/abc.py:141(__subclasscheck__)
6                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:719(create_module)
6/4              , 0.000  , 0.000  , 0.002   , 0.001  , <frozen importlib._bootstrap_external>:722(exec_module)
6                , 0.000  , 0.000  , 0.001   , 0.000  , <frozen importlib._bootstrap_external>:793(get_code)
6                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:884(__init__)
6                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:909(get_filename)
6                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:914(get_data)
6                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:951(path_stats)
1                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1029(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1040(create_module)
1                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1048(exec_module)
7                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
7                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1240(_get_spec)
7                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1272(find_spec)
7                , 0.000  , 0.000  , 0.000   , 0.000  , <frozen importlib._bootstrap_external>:1351(_get_spec)
