ncalls           , tottime, percall, cumtime , percall, filename:lineno(function)
36576            , 0.018  , 0.000  , 0.018   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:845(update_scalarmappable)
24354            , 0.453  , 0.000  , 0.773   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:904(set_sizes)
18288            , 0.079  , 0.000  , 97.591  , 0.005  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:928(draw)
6066             , 0.033  , 0.000  , 2.503   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:939(__init__)
6066             , 0.004  , 0.000  , 0.007   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:958(set_paths)
24354            , 0.007  , 0.000  , 0.007   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:962(get_paths)
6066             , 0.064  , 0.000  , 3.871   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:1326(__init__)
6066             , 0.045  , 0.000  , 0.727   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:1408(<listcomp>)
6066             , 0.081  , 0.000  , 1.155   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:1395(set_segments)
5586             , 0.008  , 0.000  , 0.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/pyplot.py:211(_get_required_interactive_framework)
264086/16831     , 1.133  , 0.000  , 722.796 , 0.043  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:33(draw_wrapper)
1246168          , 1.211  , 0.000  , 7.723   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:52(_stale_axes_callback)
600557           , 3.726  , 0.000  , 5.542   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:69(__init__)
109728           , 0.078  , 0.000  , 0.125   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:163(<genexpr>)
36576            , 0.109  , 0.000  , 0.308   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:160(have_units)
1326769          , 0.792  , 0.000  , 3.298   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:165(convert_xunits)
1326769          , 0.619  , 0.000  , 2.222   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:177(convert_yunits)
6356038          , 0.872  , 0.000  , 0.872   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:189(axes)
748210           , 0.267  , 0.000  , 0.267   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:194(axes)
5585             , 0.001  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:205(stale)
15337268/12703852, 8.464  , 0.000  , 16.165  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:213(stale)
3409050          , 1.658  , 0.000  , 2.029   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:332(pchanged)
52696            , 0.008  , 0.000  , 0.008   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:346(is_transform_set)
588395           , 0.580  , 0.000  , 1.628   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:354(set_transform)
693825           , 0.457  , 0.000  , 0.574   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:367(get_transform)
29               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:380(_default_contains)
16831            , 0.012  , 0.000  , 0.012   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:557(get_url)
5585             , 0.004  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:561(set_url)
177017           , 0.058  , 0.000  , 0.058   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:571(get_gid)
75359            , 0.082  , 0.000  , 0.153   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:585(get_snap)
75359            , 0.027  , 0.000  , 0.027   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:624(get_sketch_params)
126524           , 0.034  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:680(get_path_effects)
33663            , 0.009  , 0.000  , 0.009   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:683(get_figure)
594490           , 0.566  , 0.000  , 1.246   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:687(set_figure)
22824            , 0.015  , 0.000  , 0.037   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:711(set_clip_box)
438072           , 3.718  , 0.000  , 54.017  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:723(set_clip_path)
51165            , 0.011  , 0.000  , 0.011   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:785(get_alpha)
717061           , 0.126  , 0.000  , 0.126   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:792(get_visible)
15459810         , 2.094  , 0.000  , 2.094   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:796(get_animated)
16831            , 0.005  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:811(get_clip_on)
16831            , 0.007  , 0.000  , 0.007   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:815(get_clip_box)
18913            , 0.004  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:819(get_clip_path)
17025            , 0.013  , 0.000  , 0.030   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:833(set_clip_on)
143355           , 0.201  , 0.000  , 1.836   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:850(_set_gc_clip)
528172           , 0.097  , 0.000  , 0.097   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:860(get_rasterized)
528172           , 0.101  , 0.000  , 0.101   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:880(get_agg_filter)
101498           , 0.119  , 0.000  , 0.393   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:921(set_alpha)
491551           , 0.340  , 0.000  , 0.859   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:935(set_visible)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:959(set_in_layout)
1186838          , 8.076  , 0.000  , 35.147  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:972(update)
17718            , 0.007  , 0.000  , 0.007   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1004(get_label)
17718            , 0.028  , 0.000  , 0.076   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1008(set_label)
16831            , 0.014  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1024(get_zorder)
196936           , 0.200  , 0.000  , 0.435   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1028(set_zorder)
11170            , 0.002  , 0.000  , 0.002   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1043(sticky_edges)
8                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1094(<genexpr>)
670304           , 1.079  , 0.000  , 71.300  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1086(set)
116              , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1209(<genexpr>)
29               , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1189(format_cursor_data)
52696            , 0.010  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/artist.py:1213(mouseover)
432987           , 1.465  , 0.000  , 7.130   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:98(__init__)
18288            , 0.046  , 0.000  , 0.113   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:164(_fast_from_codes_and_verts)
432987           , 0.908  , 0.000  , 1.814   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:193(_update_values)
941112           , 0.207  , 0.000  , 0.207   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:202(vertices)
681063           , 0.095  , 0.000  , 0.095   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:216(codes)
638421           , 0.090  , 0.000  , 0.090   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:235(simplify_threshold)
638421           , 0.099  , 0.000  , 0.099   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:247(should_simplify)
18288            , 0.017  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:348(__len__)
201168           , 1.084  , 0.000  , 5.895   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:351(iter_segments)
201168           , 1.024  , 0.000  , 11.584  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:417(iter_bezier)
18288            , 0.054  , 0.000  , 0.368   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:464(cleaned)
6066             , 0.016  , 0.000  , 0.182   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:484(transformed)
18328            , 0.078  , 0.000  , 1.643   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:497(contains_point)
18288            , 1.759  , 0.000  , 91.007  , 0.005  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:572(get_extents)
40019            , 0.018  , 0.000  , 0.018   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:685(unit_rectangle)
6066             , 0.004  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:755(unit_circle)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:767(circle)
6055             , 0.066  , 0.000  , 0.513   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/path.py:1004(get_path_collection_extents)
16               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:14(_comb)
182880           , 0.589  , 0.000  , 0.801   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:195(<listcomp>)
182880           , 2.534  , 0.000  , 3.851   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:191(__init__)
182880           , 2.310  , 0.000  , 5.025   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:200(__call__)
182880           , 0.033  , 0.000  , 0.033   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:222(control_points)
365760           , 0.079  , 0.000  , 0.079   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:232(degree)
182880           , 4.309  , 0.000  , 17.861  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:237(polynomial_coefficients)
182880           , 4.811  , 0.000  , 65.340  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/bezier.py:273(axis_aligned_extrema)
67063            , 0.211  , 0.000  , 0.211   , 0.000  , {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
67063            , 0.099  , 0.000  , 0.099   , 0.000  , {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
67063            , 21.486 , 0.000  , 21.486  , 0.000  , {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
15898            , 0.008  , 0.000  , 0.008   , 0.000  , {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
51165            , 0.022  , 0.000  , 0.022   , 0.000  , {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
67063            , 0.014  , 0.000  , 0.014   , 0.000  , {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
51165            , 7.155  , 0.000  , 7.155   , 0.000  , {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
48708            , 0.049  , 0.000  , 0.057   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:225(get_offset_transform)
36576            , 1.295  , 0.000  , 105.351 , 0.003  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:340(draw)
36576            , 0.014  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:378(<genexpr>)
36576            , 0.241  , 0.000  , 1.238   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:303(_prepare_points)
12132            , 0.243  , 0.000  , 5.642   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:232(get_datalim)
12132            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:418(set_pickradius)
12132            , 0.008  , 0.000  , 0.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:470(set_urls)
12132            , 0.007  , 0.000  , 0.014   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:493(set_hatch)
18288            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:528(get_hatch)
12132            , 0.054  , 0.000  , 0.317   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:588(set_linewidth)
6066             , 0.026  , 0.000  , 0.165   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:644(<listcomp>)
12132            , 0.046  , 0.000  , 0.701   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:610(set_linestyle)
6066             , 0.012  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:657(set_capstyle)
22352            , 0.025  , 0.000  , 0.029   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/cycler.py:225(__iter__)
22360            , 0.009  , 0.000  , 0.009   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/cycler.py:371(<genexpr>)
11180            , 0.085  , 0.000  , 0.165   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/cycler.py:349(by_key)
134150           , 0.041  , 0.000  , 0.041   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/cycler.py:227(<genexpr>)
22352            , 0.017  , 0.000  , 0.017   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/cycler.py:138(keys)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:913(_init)
17717            , 0.027  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:962(__init__)
5585             , 0.025  , 0.000  , 3.593   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:1086(autoscale_None)
35434            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:114(_sanitize_extrema)
446377           , 0.370  , 0.000  , 1.624   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:124(_is_nth_color)
446377           , 0.649  , 0.000  , 2.501   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:161(to_rgba)
12               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:224(<genexpr>)
832              , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:266(<genexpr>)
410              , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:276(<genexpr>)
6154             , 0.026  , 0.000  , 0.035   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:197(_to_rgba_no_colorcycle)
54595            , 0.359  , 0.000  , 1.299   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:281(to_rgba_array)
6056             , 0.022  , 0.000  , 0.122   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:341(<listcomp>)
121320           , 3.500  , 0.000  , 9.487   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:545(__call__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/colors.py:650(_set_extremes)
1577406          , 0.364  , 0.000  , 0.364   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2216(<genexpr>)
788703           , 0.663  , 0.000  , 0.663   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2218(type_name)
788703           , 3.668  , 0.000  , 5.137   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2201(_check_isinstance)
4670395          , 2.836  , 0.000  , 3.354   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2236(_check_in_list)
1298961          , 0.521  , 0.000  , 0.521   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2274(<genexpr>)
432987           , 1.251  , 0.000  , 2.416   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:2253(_check_shape)
6066             , 0.015  , 0.000  , 2.224   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:307(wrapper)
6461241          , 1.155  , 0.000  , 1.155   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:399(<genexpr>)
2153747/788633   , 5.383  , 0.000  , 851.302 , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:384(wrapper)
446831           , 0.361  , 0.000  , 0.429   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/deprecation.py:456(_deprecate_method_override)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:150(validate_bool)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:200(validate_axisbelow)
1104168          , 0.394  , 0.000  , 0.559   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:600(_deprecate_case_insensitive_join_cap)
549049           , 0.381  , 0.000  , 0.919   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:617(validate_joinstyle)
555119           , 0.517  , 0.000  , 1.227   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/rcsetup.py:623(validate_capstyle)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:83(correct_roundoff)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:60(adjusted_figsize)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:201(setup)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:222(frame_size)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:318(_adjust_frame_size)
1                , 0.000  , 0.000  , 0.022   , 0.022  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:331(setup)
1                , 0.000  , 0.000  , 0.022   , 0.022  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:339(_run)
1                , 0.000  , 0.000  , 0.063   , 0.063  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:351(finish)
5585             , 0.080  , 0.000  , 487.470 , 0.087  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:355(grab_frame)
5586             , 0.011  , 0.000  , 0.011   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:365(_frame_sink)
1                , 0.000  , 0.000  , 0.063   , 0.063  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:373(cleanup)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:392(bin_path)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:571(output_args)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/animation.py:613(_args)
5585             , 0.012  , 0.000  , 6.878   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/cif_hr.py:23(fill_cif)
94945            , 2.452  , 0.000  , 4.904   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/cif_hr.py:26(accumulate)
5585             , 0.334  , 0.000  , 6.867   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/cif_hr.py:42(fill_multiple)
5585             , 0.034  , 0.000  , 6.917   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/decoder/cif_hr.py:67(fill)
5585             , 0.032  , 0.000  , 0.041   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/visualizer/base.py:29(image)
5585             , 1.593  , 0.000  , 4.183   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/visualizer/base.py:37(processed_image)
5585             , 0.046  , 0.000  , 232.920 , 0.042  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/show/animation_frame.py:49(clean_axis)
5587             , 0.075  , 0.000  , 1010.416, 0.181  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/show/animation_frame.py:61(iter)
1                , 0.000  , 0.000  , 0.048   , 0.048  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/show/animation_frame.py:93(frame_init)
9                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:235(wrapper)
12132            , 0.191  , 0.000  , 3.923   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:73(__init__)
15084465         , 7.289  , 0.000  , 9.494   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:686(__getitem__)
24354            , 0.011  , 0.000  , 0.011   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:216(get_paths)
60919            , 0.022  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/collections.py:222(get_transforms)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1173(get_backend)
1392835          , 0.853  , 0.000  , 2.311   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1191(is_interactive)
11651            , 0.071  , 0.000  , 21.942  , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/__init__.py:1428(inner)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:91(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:94(__call__)
9                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:100(__hash__)
56832            , 0.091  , 0.000  , 0.091   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:158(__init__)
13               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:168(connect)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:186(_remove_proxy)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:199(disconnect)
44829            , 0.097  , 0.000  , 0.144   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:213(process)
5585             , 0.014  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:363(to_filehandle)
11170            , 0.009  , 0.000  , 0.043   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:420(open_file_cm)
48528            , 0.031  , 0.000  , 0.076   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:431(is_scalar_or_string)
9                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:474(_get_data_path)
7949             , 0.079  , 0.000  , 0.082   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:536(__setitem__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/cbook/__init__.py:552(__init__)
